persistence_length,num_fibers,noise_density,fov,curvature_min,curvature_max,filename,timestamp,simulation_id,repeat_id,status
17000,4,0.3,1000,0.0,0.005,network_repeat_250_comb_1.pt,2024-12-09 11:48:23,1,250,completed
,4,0.3,1000,0.0,0.005,network_repeat_251_comb_0.pt,2024-12-09 11:48:24,0,251,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_251_comb_1.pt,2024-12-09 11:48:24,1,251,completed
,4,0.3,1000,0.0,0.005,network_repeat_252_comb_0.pt,2024-12-09 11:48:25,0,252,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_252_comb_1.pt,2024-12-09 11:48:26,1,252,completed
,4,0.3,1000,0.0,0.005,network_repeat_253_comb_0.pt,2024-12-09 11:48:26,0,253,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_253_comb_1.pt,2024-12-09 11:48:27,1,253,completed
,4,0.3,1000,0.0,0.005,network_repeat_254_comb_0.pt,2024-12-09 11:48:27,0,254,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_254_comb_1.pt,2024-12-09 11:48:28,1,254,completed
,4,0.3,1000,0.0,0.005,network_repeat_255_comb_0.pt,2024-12-09 11:48:29,0,255,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_255_comb_1.pt,2024-12-09 11:48:29,1,255,completed
,4,0.3,1000,0.0,0.005,network_repeat_256_comb_0.pt,2024-12-09 11:48:30,0,256,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_256_comb_1.pt,2024-12-09 11:48:31,1,256,completed
,4,0.3,1000,0.0,0.005,network_repeat_257_comb_0.pt,2024-12-09 11:48:31,0,257,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_257_comb_1.pt,2024-12-09 11:48:32,1,257,completed
,4,0.3,1000,0.0,0.005,network_repeat_258_comb_0.pt,2024-12-09 11:48:32,0,258,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_258_comb_1.pt,2024-12-09 11:48:33,1,258,completed
,4,0.3,1000,0.0,0.005,network_repeat_259_comb_0.pt,2024-12-09 11:48:33,0,259,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_259_comb_1.pt,2024-12-09 11:48:34,1,259,completed
,4,0.3,1000,0.0,0.005,network_repeat_260_comb_0.pt,2024-12-09 11:48:34,0,260,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_260_comb_1.pt,2024-12-09 11:48:35,1,260,completed
,4,0.3,1000,0.0,0.005,network_repeat_261_comb_0.pt,2024-12-09 11:48:35,0,261,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_261_comb_1.pt,2024-12-09 11:48:36,1,261,completed
,4,0.3,1000,0.0,0.005,network_repeat_262_comb_0.pt,2024-12-09 11:48:37,0,262,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_262_comb_1.pt,2024-12-09 11:48:38,1,262,completed
,4,0.3,1000,0.0,0.005,network_repeat_263_comb_0.pt,2024-12-09 11:48:38,0,263,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_263_comb_1.pt,2024-12-09 11:48:40,1,263,completed
,4,0.3,1000,0.0,0.005,network_repeat_264_comb_0.pt,2024-12-09 11:48:40,0,264,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_264_comb_1.pt,2024-12-09 11:48:40,1,264,completed
,4,0.3,1000,0.0,0.005,network_repeat_265_comb_0.pt,2024-12-09 11:48:41,0,265,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_265_comb_1.pt,2024-12-09 11:48:42,1,265,completed
,4,0.3,1000,0.0,0.005,network_repeat_266_comb_0.pt,2024-12-09 11:48:42,0,266,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_266_comb_1.pt,2024-12-09 11:48:42,1,266,completed
,4,0.3,1000,0.0,0.005,network_repeat_267_comb_0.pt,2024-12-09 11:48:43,0,267,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_267_comb_1.pt,2024-12-09 11:48:43,1,267,completed
,4,0.3,1000,0.0,0.005,network_repeat_268_comb_0.pt,2024-12-09 11:48:43,0,268,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_268_comb_1.pt,2024-12-09 11:48:44,1,268,completed
,4,0.3,1000,0.0,0.005,network_repeat_269_comb_0.pt,2024-12-09 11:48:44,0,269,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_269_comb_1.pt,2024-12-09 11:48:44,1,269,completed
,4,0.3,1000,0.0,0.005,network_repeat_270_comb_0.pt,2024-12-09 11:48:45,0,270,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_270_comb_1.pt,2024-12-09 11:48:45,1,270,completed
,4,0.3,1000,0.0,0.005,network_repeat_271_comb_0.pt,2024-12-09 11:48:46,0,271,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_271_comb_1.pt,2024-12-09 11:48:46,1,271,completed
,4,0.3,1000,0.0,0.005,network_repeat_272_comb_0.pt,2024-12-09 11:48:47,0,272,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_272_comb_1.pt,2024-12-09 11:48:47,1,272,completed
,4,0.3,1000,0.0,0.005,network_repeat_273_comb_0.pt,2024-12-09 11:48:48,0,273,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_273_comb_1.pt,2024-12-09 11:48:48,1,273,completed
,4,0.3,1000,0.0,0.005,network_repeat_274_comb_0.pt,2024-12-09 11:48:49,0,274,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_274_comb_1.pt,2024-12-09 11:48:50,1,274,completed
,4,0.3,1000,0.0,0.005,network_repeat_275_comb_0.pt,2024-12-09 11:48:50,0,275,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_275_comb_1.pt,2024-12-09 11:48:51,1,275,completed
,4,0.3,1000,0.0,0.005,network_repeat_276_comb_0.pt,2024-12-09 11:48:51,0,276,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_276_comb_1.pt,2024-12-09 11:48:52,1,276,completed
,4,0.3,1000,0.0,0.005,network_repeat_277_comb_0.pt,2024-12-09 11:48:52,0,277,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_277_comb_1.pt,2024-12-09 11:48:52,1,277,completed
,4,0.3,1000,0.0,0.005,network_repeat_278_comb_0.pt,2024-12-09 11:48:53,0,278,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_278_comb_1.pt,2024-12-09 11:48:53,1,278,completed
,4,0.3,1000,0.0,0.005,network_repeat_279_comb_0.pt,2024-12-09 11:48:54,0,279,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_279_comb_1.pt,2024-12-09 11:48:54,1,279,completed
,4,0.3,1000,0.0,0.005,network_repeat_280_comb_0.pt,2024-12-09 11:48:54,0,280,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_280_comb_1.pt,2024-12-09 11:48:55,1,280,completed
,4,0.3,1000,0.0,0.005,network_repeat_281_comb_0.pt,2024-12-09 11:48:55,0,281,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_281_comb_1.pt,2024-12-09 11:48:56,1,281,completed
,4,0.3,1000,0.0,0.005,network_repeat_282_comb_0.pt,2024-12-09 11:48:56,0,282,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_282_comb_1.pt,2024-12-09 11:48:56,1,282,completed
,4,0.3,1000,0.0,0.005,network_repeat_283_comb_0.pt,2024-12-09 11:48:57,0,283,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_283_comb_1.pt,2024-12-09 11:48:58,1,283,completed
,4,0.3,1000,0.0,0.005,network_repeat_284_comb_0.pt,2024-12-09 11:48:58,0,284,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_284_comb_1.pt,2024-12-09 11:48:59,1,284,completed
,4,0.3,1000,0.0,0.005,network_repeat_285_comb_0.pt,2024-12-09 11:48:59,0,285,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_285_comb_1.pt,2024-12-09 11:48:59,1,285,completed
,4,0.3,1000,0.0,0.005,network_repeat_286_comb_0.pt,2024-12-09 11:49:00,0,286,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_286_comb_1.pt,2024-12-09 11:49:00,1,286,completed
,4,0.3,1000,0.0,0.005,network_repeat_287_comb_0.pt,2024-12-09 11:49:01,0,287,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_287_comb_1.pt,2024-12-09 11:49:01,1,287,completed
,4,0.3,1000,0.0,0.005,network_repeat_288_comb_0.pt,2024-12-09 11:49:01,0,288,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_288_comb_1.pt,2024-12-09 11:49:02,1,288,completed
,4,0.3,1000,0.0,0.005,network_repeat_289_comb_0.pt,2024-12-09 11:49:02,0,289,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_289_comb_1.pt,2024-12-09 11:49:03,1,289,completed
,4,0.3,1000,0.0,0.005,network_repeat_290_comb_0.pt,2024-12-09 11:49:04,0,290,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_290_comb_1.pt,2024-12-09 11:49:04,1,290,completed
,4,0.3,1000,0.0,0.005,network_repeat_291_comb_0.pt,2024-12-09 11:49:04,0,291,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_291_comb_1.pt,2024-12-09 11:49:05,1,291,completed
,4,0.3,1000,0.0,0.005,network_repeat_292_comb_0.pt,2024-12-09 11:49:05,0,292,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_292_comb_1.pt,2024-12-09 11:49:06,1,292,completed
,4,0.3,1000,0.0,0.005,network_repeat_293_comb_0.pt,2024-12-09 11:49:06,0,293,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_293_comb_1.pt,2024-12-09 11:49:06,1,293,completed
,4,0.3,1000,0.0,0.005,network_repeat_294_comb_0.pt,2024-12-09 11:49:07,0,294,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_294_comb_1.pt,2024-12-09 11:49:07,1,294,completed
,4,0.3,1000,0.0,0.005,network_repeat_295_comb_0.pt,2024-12-09 11:49:07,0,295,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_295_comb_1.pt,2024-12-09 11:49:08,1,295,completed
,4,0.3,1000,0.0,0.005,network_repeat_296_comb_0.pt,2024-12-09 11:49:08,0,296,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_296_comb_1.pt,2024-12-09 11:49:09,1,296,completed
,4,0.3,1000,0.0,0.005,network_repeat_297_comb_0.pt,2024-12-09 11:49:10,0,297,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_297_comb_1.pt,2024-12-09 11:49:10,1,297,completed
,4,0.3,1000,0.0,0.005,network_repeat_298_comb_0.pt,2024-12-09 11:49:11,0,298,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_298_comb_1.pt,2024-12-09 11:49:12,1,298,completed
,4,0.3,1000,0.0,0.005,network_repeat_299_comb_0.pt,2024-12-09 11:49:12,0,299,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_299_comb_1.pt,2024-12-09 11:49:13,1,299,completed
,4,0.3,1000,0.0,0.005,network_repeat_300_comb_0.pt,2024-12-09 11:49:13,0,300,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_300_comb_1.pt,2024-12-09 11:49:13,1,300,completed
,4,0.3,1000,0.0,0.005,network_repeat_301_comb_0.pt,2024-12-09 11:49:14,0,301,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_301_comb_1.pt,2024-12-09 11:49:14,1,301,completed
,4,0.3,1000,0.0,0.005,network_repeat_302_comb_0.pt,2024-12-09 11:49:15,0,302,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_302_comb_1.pt,2024-12-09 11:49:15,1,302,completed
,4,0.3,1000,0.0,0.005,network_repeat_303_comb_0.pt,2024-12-09 11:49:16,0,303,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_303_comb_1.pt,2024-12-09 11:49:16,1,303,completed
,4,0.3,1000,0.0,0.005,network_repeat_304_comb_0.pt,2024-12-09 11:49:17,0,304,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_304_comb_1.pt,2024-12-09 11:49:17,1,304,completed
,4,0.3,1000,0.0,0.005,network_repeat_305_comb_0.pt,2024-12-09 11:49:17,0,305,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_305_comb_1.pt,2024-12-09 11:49:18,1,305,completed
,4,0.3,1000,0.0,0.005,network_repeat_306_comb_0.pt,2024-12-09 11:49:18,0,306,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_306_comb_1.pt,2024-12-09 11:49:19,1,306,completed
,4,0.3,1000,0.0,0.005,network_repeat_307_comb_0.pt,2024-12-09 11:49:19,0,307,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_307_comb_1.pt,2024-12-09 11:49:20,1,307,completed
,4,0.3,1000,0.0,0.005,network_repeat_308_comb_0.pt,2024-12-09 11:49:20,0,308,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_308_comb_1.pt,2024-12-09 11:49:21,1,308,completed
,4,0.3,1000,0.0,0.005,network_repeat_309_comb_0.pt,2024-12-09 11:49:22,0,309,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_309_comb_1.pt,2024-12-09 11:49:22,1,309,completed
,4,0.3,1000,0.0,0.005,network_repeat_310_comb_0.pt,2024-12-09 11:49:23,0,310,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_310_comb_1.pt,2024-12-09 11:49:23,1,310,completed
,4,0.3,1000,0.0,0.005,network_repeat_311_comb_0.pt,2024-12-09 11:49:24,0,311,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_311_comb_1.pt,2024-12-09 11:49:24,1,311,completed
,4,0.3,1000,0.0,0.005,network_repeat_312_comb_0.pt,2024-12-09 11:49:24,0,312,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_312_comb_1.pt,2024-12-09 11:49:25,1,312,completed
,4,0.3,1000,0.0,0.005,network_repeat_313_comb_0.pt,2024-12-09 11:49:25,0,313,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_313_comb_1.pt,2024-12-09 11:49:25,1,313,completed
,4,0.3,1000,0.0,0.005,network_repeat_314_comb_0.pt,2024-12-09 11:49:26,0,314,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_314_comb_1.pt,2024-12-09 11:49:26,1,314,completed
,4,0.3,1000,0.0,0.005,network_repeat_315_comb_0.pt,2024-12-09 11:49:27,0,315,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_315_comb_1.pt,2024-12-09 11:49:27,1,315,completed
,4,0.3,1000,0.0,0.005,network_repeat_316_comb_0.pt,2024-12-09 11:49:28,0,316,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_316_comb_1.pt,2024-12-09 11:49:28,1,316,completed
,4,0.3,1000,0.0,0.005,network_repeat_317_comb_0.pt,2024-12-09 11:49:29,0,317,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_317_comb_1.pt,2024-12-09 11:49:29,1,317,completed
,4,0.3,1000,0.0,0.005,network_repeat_318_comb_0.pt,2024-12-09 11:49:29,0,318,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_318_comb_1.pt,2024-12-09 11:49:30,1,318,completed
,4,0.3,1000,0.0,0.005,network_repeat_319_comb_0.pt,2024-12-09 11:49:30,0,319,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_319_comb_1.pt,2024-12-09 11:49:30,1,319,completed
,4,0.3,1000,0.0,0.005,network_repeat_320_comb_0.pt,2024-12-09 11:49:31,0,320,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_320_comb_1.pt,2024-12-09 11:49:31,1,320,completed
,4,0.3,1000,0.0,0.005,network_repeat_321_comb_0.pt,2024-12-09 11:49:31,0,321,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_321_comb_1.pt,2024-12-09 11:49:32,1,321,completed
,4,0.3,1000,0.0,0.005,network_repeat_322_comb_0.pt,2024-12-09 11:49:32,0,322,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_322_comb_1.pt,2024-12-09 11:49:34,1,322,completed
,4,0.3,1000,0.0,0.005,network_repeat_323_comb_0.pt,2024-12-09 11:49:34,0,323,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_323_comb_1.pt,2024-12-09 11:49:35,1,323,completed
,4,0.3,1000,0.0,0.005,network_repeat_324_comb_0.pt,2024-12-09 11:49:36,0,324,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_324_comb_1.pt,2024-12-09 11:49:36,1,324,completed
,4,0.3,1000,0.0,0.005,network_repeat_325_comb_0.pt,2024-12-09 11:49:36,0,325,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_325_comb_1.pt,2024-12-09 11:49:37,1,325,completed
,4,0.3,1000,0.0,0.005,network_repeat_326_comb_0.pt,2024-12-09 11:49:37,0,326,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_326_comb_1.pt,2024-12-09 11:49:38,1,326,completed
,4,0.3,1000,0.0,0.005,network_repeat_327_comb_0.pt,2024-12-09 11:49:38,0,327,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_327_comb_1.pt,2024-12-09 11:49:39,1,327,completed
,4,0.3,1000,0.0,0.005,network_repeat_328_comb_0.pt,2024-12-09 11:49:39,0,328,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_328_comb_1.pt,2024-12-09 11:49:40,1,328,completed
,4,0.3,1000,0.0,0.005,network_repeat_329_comb_0.pt,2024-12-09 11:49:40,0,329,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_329_comb_1.pt,2024-12-09 11:49:41,1,329,completed
,4,0.3,1000,0.0,0.005,network_repeat_330_comb_0.pt,2024-12-09 11:49:41,0,330,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_330_comb_1.pt,2024-12-09 11:49:42,1,330,completed
,4,0.3,1000,0.0,0.005,network_repeat_331_comb_0.pt,2024-12-09 11:49:42,0,331,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_331_comb_1.pt,2024-12-09 11:49:43,1,331,completed
,4,0.3,1000,0.0,0.005,network_repeat_332_comb_0.pt,2024-12-09 11:49:43,0,332,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_332_comb_1.pt,2024-12-09 11:49:44,1,332,completed
,4,0.3,1000,0.0,0.005,network_repeat_333_comb_0.pt,2024-12-09 11:49:44,0,333,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_333_comb_1.pt,2024-12-09 11:49:45,1,333,completed
,4,0.3,1000,0.0,0.005,network_repeat_334_comb_0.pt,2024-12-09 11:49:45,0,334,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_334_comb_1.pt,2024-12-09 11:49:46,1,334,completed
,4,0.3,1000,0.0,0.005,network_repeat_335_comb_0.pt,2024-12-09 11:49:46,0,335,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_335_comb_1.pt,2024-12-09 11:49:47,1,335,completed
,4,0.3,1000,0.0,0.005,network_repeat_336_comb_0.pt,2024-12-09 11:49:48,0,336,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_336_comb_1.pt,2024-12-09 11:49:48,1,336,completed
,4,0.3,1000,0.0,0.005,network_repeat_337_comb_0.pt,2024-12-09 11:49:48,0,337,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_337_comb_1.pt,2024-12-09 11:49:49,1,337,completed
,4,0.3,1000,0.0,0.005,network_repeat_338_comb_0.pt,2024-12-09 11:49:52,0,338,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_338_comb_1.pt,2024-12-09 11:49:53,1,338,completed
,4,0.3,1000,0.0,0.005,network_repeat_339_comb_0.pt,2024-12-09 11:49:53,0,339,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_339_comb_1.pt,2024-12-09 11:49:53,1,339,completed
,4,0.3,1000,0.0,0.005,network_repeat_340_comb_0.pt,2024-12-09 11:49:54,0,340,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_340_comb_1.pt,2024-12-09 11:49:55,1,340,completed
,4,0.3,1000,0.0,0.005,network_repeat_341_comb_0.pt,2024-12-09 11:49:55,0,341,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_341_comb_1.pt,2024-12-09 11:49:56,1,341,completed
,4,0.3,1000,0.0,0.005,network_repeat_342_comb_0.pt,2024-12-09 11:49:56,0,342,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_342_comb_1.pt,2024-12-09 11:49:57,1,342,completed
,4,0.3,1000,0.0,0.005,network_repeat_343_comb_0.pt,2024-12-09 11:49:57,0,343,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_343_comb_1.pt,2024-12-09 11:49:57,1,343,completed
,4,0.3,1000,0.0,0.005,network_repeat_344_comb_0.pt,2024-12-09 11:49:58,0,344,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_344_comb_1.pt,2024-12-09 11:49:58,1,344,completed
,4,0.3,1000,0.0,0.005,network_repeat_345_comb_0.pt,2024-12-09 11:50:00,0,345,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_345_comb_1.pt,2024-12-09 11:50:00,1,345,completed
,4,0.3,1000,0.0,0.005,network_repeat_346_comb_0.pt,2024-12-09 11:50:01,0,346,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_346_comb_1.pt,2024-12-09 11:50:01,1,346,completed
,4,0.3,1000,0.0,0.005,network_repeat_347_comb_0.pt,2024-12-09 11:50:01,0,347,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_347_comb_1.pt,2024-12-09 11:50:02,1,347,completed
,4,0.3,1000,0.0,0.005,network_repeat_348_comb_0.pt,2024-12-09 11:50:02,0,348,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_348_comb_1.pt,2024-12-09 11:50:02,1,348,completed
,4,0.3,1000,0.0,0.005,network_repeat_349_comb_0.pt,2024-12-09 11:50:02,0,349,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_349_comb_1.pt,2024-12-09 11:50:03,1,349,completed
,4,0.3,1000,0.0,0.005,network_repeat_350_comb_0.pt,2024-12-09 11:50:03,0,350,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_350_comb_1.pt,2024-12-09 11:50:04,1,350,completed
,4,0.3,1000,0.0,0.005,network_repeat_351_comb_0.pt,2024-12-09 11:50:04,0,351,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_351_comb_1.pt,2024-12-09 11:50:05,1,351,completed
,4,0.3,1000,0.0,0.005,network_repeat_352_comb_0.pt,2024-12-09 11:50:05,0,352,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_352_comb_1.pt,2024-12-09 11:50:06,1,352,completed
,4,0.3,1000,0.0,0.005,network_repeat_353_comb_0.pt,2024-12-09 11:50:06,0,353,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_353_comb_1.pt,2024-12-09 11:50:07,1,353,completed
,4,0.3,1000,0.0,0.005,network_repeat_354_comb_0.pt,2024-12-09 11:50:07,0,354,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_354_comb_1.pt,2024-12-09 11:50:08,1,354,completed
,4,0.3,1000,0.0,0.005,network_repeat_355_comb_0.pt,2024-12-09 11:50:08,0,355,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_355_comb_1.pt,2024-12-09 11:50:09,1,355,completed
,4,0.3,1000,0.0,0.005,network_repeat_356_comb_0.pt,2024-12-09 11:50:09,0,356,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_356_comb_1.pt,2024-12-09 11:50:10,1,356,completed
,4,0.3,1000,0.0,0.005,network_repeat_357_comb_0.pt,2024-12-09 11:50:10,0,357,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_357_comb_1.pt,2024-12-09 11:50:10,1,357,completed
,4,0.3,1000,0.0,0.005,network_repeat_358_comb_0.pt,2024-12-09 11:50:11,0,358,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_358_comb_1.pt,2024-12-09 11:50:12,1,358,completed
,4,0.3,1000,0.0,0.005,network_repeat_359_comb_0.pt,2024-12-09 11:50:13,0,359,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_359_comb_1.pt,2024-12-09 11:50:13,1,359,completed
,4,0.3,1000,0.0,0.005,network_repeat_360_comb_0.pt,2024-12-09 11:50:14,0,360,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_360_comb_1.pt,2024-12-09 11:50:14,1,360,completed
,4,0.3,1000,0.0,0.005,network_repeat_361_comb_0.pt,2024-12-09 11:50:14,0,361,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_361_comb_1.pt,2024-12-09 11:50:15,1,361,completed
,4,0.3,1000,0.0,0.005,network_repeat_362_comb_0.pt,2024-12-09 11:50:15,0,362,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_362_comb_1.pt,2024-12-09 11:50:16,1,362,completed
,4,0.3,1000,0.0,0.005,network_repeat_363_comb_0.pt,2024-12-09 11:50:16,0,363,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_363_comb_1.pt,2024-12-09 11:50:17,1,363,completed
,4,0.3,1000,0.0,0.005,network_repeat_364_comb_0.pt,2024-12-09 11:50:17,0,364,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_364_comb_1.pt,2024-12-09 11:50:18,1,364,completed
,4,0.3,1000,0.0,0.005,network_repeat_365_comb_0.pt,2024-12-09 11:50:18,0,365,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_365_comb_1.pt,2024-12-09 11:50:19,1,365,completed
,4,0.3,1000,0.0,0.005,network_repeat_366_comb_0.pt,2024-12-09 11:50:20,0,366,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_366_comb_1.pt,2024-12-09 11:50:20,1,366,completed
,4,0.3,1000,0.0,0.005,network_repeat_367_comb_0.pt,2024-12-09 11:50:20,0,367,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_367_comb_1.pt,2024-12-09 11:50:21,1,367,completed
,4,0.3,1000,0.0,0.005,network_repeat_368_comb_0.pt,2024-12-09 11:50:21,0,368,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_368_comb_1.pt,2024-12-09 11:50:22,1,368,completed
,4,0.3,1000,0.0,0.005,network_repeat_369_comb_0.pt,2024-12-09 11:50:22,0,369,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_369_comb_1.pt,2024-12-09 11:50:23,1,369,completed
,4,0.3,1000,0.0,0.005,network_repeat_370_comb_0.pt,2024-12-09 11:50:24,0,370,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_370_comb_1.pt,2024-12-09 11:50:24,1,370,completed
,4,0.3,1000,0.0,0.005,network_repeat_371_comb_0.pt,2024-12-09 11:50:25,0,371,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_371_comb_1.pt,2024-12-09 11:50:25,1,371,completed
,4,0.3,1000,0.0,0.005,network_repeat_372_comb_0.pt,2024-12-09 11:50:26,0,372,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_372_comb_1.pt,2024-12-09 11:50:26,1,372,completed
,4,0.3,1000,0.0,0.005,network_repeat_373_comb_0.pt,2024-12-09 11:50:27,0,373,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_373_comb_1.pt,2024-12-09 11:50:28,1,373,completed
,4,0.3,1000,0.0,0.005,network_repeat_374_comb_0.pt,2024-12-09 11:50:28,0,374,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_374_comb_1.pt,2024-12-09 11:50:28,1,374,completed
,4,0.3,1000,0.0,0.005,network_repeat_375_comb_0.pt,2024-12-09 11:50:29,0,375,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_375_comb_1.pt,2024-12-09 11:50:29,1,375,completed
,4,0.3,1000,0.0,0.005,network_repeat_376_comb_0.pt,2024-12-09 11:50:30,0,376,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_376_comb_1.pt,2024-12-09 11:50:30,1,376,completed
